"dataset_notice","client_id","full_name","date_of_birth","home_address","phone_number","email_address","government_id_passport","government_id_tax","job_title","employer_name","annual_income_inr","source_of_money","credit_score","credit_history","other_assets_inr","outstanding_loans_inr","account_balance_inr","deposit_withdrawal_history","transfer_history","card_purchase_locations","payees_merchants","ip_address","device_type","mobile_app_usage_habits","last_login_datetime","app_location_data"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0403","Kabir Sandbox 403","1991-07-22","503 Example Lane, Demo Nagar, Test State 000000","+91-00000-00403","client0403@example.invalid","SYN-PPT-000403","SYN-TAX-000403","Store Manager","Sample Manufacturing","1931900","Synthetic salary income","779","Synthetic: strong repayment pattern","1646909","930527","217581","2026-07-22 Deposit: Synthetic salary INR 160992; 2026-07-05 Withdrawal: Synthetic ATM INR 6411","2026-07-22 Sent INR 33949 to B002 - Utility Account (Synthetic); 2026-07-27 Received INR 12687 from Synthetic sender","Demo Grocers, Demo Sector 3; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.149","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-28 15:01:00 IST","SIMULATED: Demo Zone 3, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0404","Meera Fictional 404","1992-08-25","504 Example Lane, Demo Nagar, Test State 000000","+91-00000-00404","client0404@example.invalid","SYN-PPT-000404","SYN-TAX-000404","Nurse","Test Education Trust","1949200","Synthetic business income","786","Synthetic: strong repayment pattern","1658812","932836","222508","2026-08-25 Deposit: Synthetic salary INR 162433; 2026-08-08 Withdrawal: Synthetic ATM INR 6448","2026-08-25 Sent INR 34032 to B003 - Merchant Settlement (Synthetic); 2026-08-03 Received INR 12716 from Synthetic sender","Sample Pharmacy, Demo Sector 4; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.150","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-05 16:08:00 IST","SIMULATED: Demo Zone 4, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0405","Arjun Test 405","1948-09-01","505 Example Lane, Demo Nagar, Test State 000000","+91-00000-00405","client0405@example.invalid","SYN-PPT-000405","SYN-TAX-000405","Software Analyst","Sandbox Logistics","1966500","Synthetic salary income","793","Synthetic: strong repayment pattern","1670715","935145","227435","2026-09-01 Deposit: Synthetic salary INR 163875; 2026-09-11 Withdrawal: Synthetic ATM INR 6485","2026-09-01 Sent INR 34115 to B001 - Family Transfer (Synthetic); 2026-09-06 Received INR 12745 from Synthetic sender","Example Fuel Station, Demo Sector 5; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.151","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-10 17:15:00 IST","SIMULATED: Demo Zone 5, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0406","Anaya Prototype 406","1949-10-04","506 Example Lane, Demo Nagar, Test State 000000","+91-00000-00406","client0406@example.invalid","SYN-PPT-000406","SYN-TAX-000406","Sales Associate","Prototype Systems","1983800","Synthetic salary income","800","Synthetic: strong repayment pattern","1682618","937454","232362","2026-10-04 Deposit: Synthetic salary INR 165317; 2026-10-14 Withdrawal: Synthetic ATM INR 6522","2026-10-04 Sent INR 34198 to B002 - Utility Account (Synthetic); 2026-10-09 Received INR 12774 from Synthetic sender","Test Cafe, Demo Sector 6; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.152","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-15 18:22:00 IST","SIMULATED: Demo Zone 6, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0407","Vihaan Simulated 407","1950-11-07","507 Example Lane, Demo Nagar, Test State 000000","+91-00000-00407","client0407@example.invalid","SYN-PPT-000407","SYN-TAX-000407","Operations Lead","Example Foods","2001100","Synthetic salary income","807","Synthetic: strong repayment pattern","1694521","939763","237289","2026-11-07 Deposit: Synthetic salary INR 166758; 2026-11-17 Withdrawal: Synthetic ATM INR 6559","2026-11-07 Sent INR 34281 to B003 - Merchant Settlement (Synthetic); 2026-11-12 Received INR 12803 from Synthetic sender","Mock Electronics, Demo Sector 7; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.153","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-20 19:29:00 IST","SIMULATED: Demo Zone 7, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0408","Isha Sample 408","1951-12-10","508 Example Lane, Demo Nagar, Test State 000000","+91-00000-00408","client0408@example.invalid","SYN-PPT-000408","SYN-TAX-000408","Self-employed Consultant","Mock Finance Services","2018400","Synthetic business income","814","Synthetic: strong repayment pattern","1706424","942072","242216","2026-12-10 Deposit: Synthetic salary INR 168200; 2026-12-20 Withdrawal: Synthetic ATM INR 6596","2026-12-10 Sent INR 34364 to B001 - Family Transfer (Synthetic); 2026-12-15 Received INR 12832 from Synthetic sender","Sandbox Market, Demo Sector 8; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.154","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-25 08:36:00 IST","SIMULATED: Demo Zone 8, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0409","Rohan Mock 409","1952-01-13","509 Example Lane, Demo Nagar, Test State 000000","+91-00000-00409","client0409@example.invalid","SYN-PPT-000409","SYN-TAX-000409","Accounts Executive","Example Retail Ltd","2035700","Synthetic salary income","821","Synthetic: strong repayment pattern","1718327","944381","247143","2026-01-13 Deposit: Synthetic salary INR 169642; 2026-01-23 Withdrawal: Synthetic ATM INR 6633","2026-01-13 Sent INR 34447 to B002 - Utility Account (Synthetic); 2026-01-18 Received INR 12861 from Synthetic sender","Demo Grocers, Demo Sector 9; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.155","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-02 09:43:00 IST","SIMULATED: Demo Zone 9, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0410","Kavya Training 410","1953-02-16","510 Example Lane, Demo Nagar, Test State 000000","+91-00000-00410","client0410@example.invalid","SYN-PPT-000410","SYN-TAX-000410","Teacher","Demo Health Services","2053000","Synthetic salary income","828","Synthetic: strong repayment pattern","1730230","946690","252070","2026-02-16 Deposit: Synthetic salary INR 171083; 2026-02-26 Withdrawal: Synthetic ATM INR 6670","2026-02-16 Sent INR 34530 to B003 - Merchant Settlement (Synthetic); 2026-02-21 Received INR 12890 from Synthetic sender","Sample Pharmacy, Demo Sector 10; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.156","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-07 10:50:00 IST","SIMULATED: Demo Zone 10, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0411","Dev Demo 411","1954-03-19","511 Example Lane, Demo Nagar, Test State 000000","+91-00000-00411","client0411@example.invalid","SYN-PPT-000411","SYN-TAX-000411","Store Manager","Sample Manufacturing","2070300","Synthetic salary income","614","Synthetic: limited repayment history","1742133","948999","256997","2026-03-19 Deposit: Synthetic salary INR 172525; 2026-03-02 Withdrawal: Synthetic ATM INR 6707","2026-03-19 Sent INR 34613 to B001 - Family Transfer (Synthetic); 2026-03-24 Received INR 12919 from Synthetic sender","Example Fuel Station, Demo Sector 11; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.157","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-12 11:57:00 IST","SIMULATED: Demo Zone 11, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0412","Tara Example 412","1955-04-22","512 Example Lane, Demo Nagar, Test State 000000","+91-00000-00412","client0412@example.invalid","SYN-PPT-000412","SYN-TAX-000412","Nurse","Test Education Trust","2087600","Synthetic business income","621","Synthetic: limited repayment history","1754036","1308","261924","2026-04-22 Deposit: Synthetic salary INR 173967; 2026-04-05 Withdrawal: Synthetic ATM INR 6744","2026-04-22 Sent INR 34696 to B002 - Utility Account (Synthetic); 2026-04-27 Received INR 12948 from Synthetic sender","Test Cafe, Demo Sector 12; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.158","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-17 12:04:00 IST","SIMULATED: Demo Zone 12, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0413","Ishaan Sandbox 413","1956-05-25","513 Example Lane, Demo Nagar, Test State 000000","+91-00000-00413","client0413@example.invalid","SYN-PPT-000413","SYN-TAX-000413","Software Analyst","Sandbox Logistics","2104900","Synthetic salary income","628","Synthetic: limited repayment history","1765939","3617","266851","2026-05-25 Deposit: Synthetic salary INR 175408; 2026-05-08 Withdrawal: Synthetic ATM INR 6781","2026-05-25 Sent INR 34779 to B003 - Merchant Settlement (Synthetic); 2026-05-03 Received INR 12977 from Synthetic sender","Mock Electronics, Demo Sector 13; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.159","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-22 13:11:00 IST","SIMULATED: Demo Zone 13, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0414","Naina Fictional 414","1957-06-01","514 Example Lane, Demo Nagar, Test State 000000","+91-00000-00414","client0414@example.invalid","SYN-PPT-000414","SYN-TAX-000414","Sales Associate","Prototype Systems","2122200","Synthetic salary income","635","Synthetic: limited repayment history","1777842","5926","271778","2026-06-01 Deposit: Synthetic salary INR 176850; 2026-06-11 Withdrawal: Synthetic ATM INR 6818","2026-06-01 Sent INR 34862 to B001 - Family Transfer (Synthetic); 2026-06-06 Received INR 13006 from Synthetic sender","Sandbox Market, Demo Sector 14; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.160","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-27 14:18:00 IST","SIMULATED: Demo Zone 14, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0415","Reyansh Test 415","1958-07-04","515 Example Lane, Demo Nagar, Test State 000000","+91-00000-00415","client0415@example.invalid","SYN-PPT-000415","SYN-TAX-000415","Operations Lead","Example Foods","2139500","Synthetic salary income","642","Synthetic: limited repayment history","1789745","8235","276705","2026-07-04 Deposit: Synthetic salary INR 178292; 2026-07-14 Withdrawal: Synthetic ATM INR 6855","2026-07-04 Sent INR 34945 to B002 - Utility Account (Synthetic); 2026-07-09 Received INR 13035 from Synthetic sender","Demo Grocers, Demo Sector 15; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.161","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-04 15:25:00 IST","SIMULATED: Demo Zone 15, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0416","Aditi Prototype 416","1959-08-07","516 Example Lane, Demo Nagar, Test State 000000","+91-00000-00416","client0416@example.invalid","SYN-PPT-000416","SYN-TAX-000416","Self-employed Consultant","Mock Finance Services","2156800","Synthetic business income","649","Synthetic: limited repayment history","1801648","10544","281632","2026-08-07 Deposit: Synthetic salary INR 179733; 2026-08-17 Withdrawal: Synthetic ATM INR 6892","2026-08-07 Sent INR 35028 to B003 - Merchant Settlement (Synthetic); 2026-08-12 Received INR 13064 from Synthetic sender","Sample Pharmacy, Demo Sector 16; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Sample Pharmacy","198.51.100.162","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-09 16:32:00 IST","SIMULATED: Demo Zone 16, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0417","Neil Simulated 417","1960-09-10","517 Example Lane, Demo Nagar, Test State 000000","+91-00000-00417","client0417@example.invalid","SYN-PPT-000417","SYN-TAX-000417","Accounts Executive","Example Retail Ltd","374100","Synthetic salary income","656","Synthetic: limited repayment history","1813551","12853","286559","2026-09-10 Deposit: Synthetic salary INR 31175; 2026-09-20 Withdrawal: Synthetic ATM INR 6929","2026-09-10 Sent INR 35111 to B001 - Family Transfer (Synthetic); 2026-09-15 Received INR 13093 from Synthetic sender","Example Fuel Station, Demo Sector 17; Example Metro, Test District","B001 - Family Transfer (Synthetic); Example Fuel Station","198.51.100.163","Synthetic iOS test device","Synthetic: daily balance check, monthly transfer","2026-08-14 17:39:00 IST","SIMULATED: Demo Zone 17, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0418","Mira Sample 418","1961-10-13","518 Example Lane, Demo Nagar, Test State 000000","+91-00000-00418","client0418@example.invalid","SYN-PPT-000418","SYN-TAX-000418","Teacher","Demo Health Services","391400","Synthetic salary income","663","Synthetic: limited repayment history","1825454","15162","291486","2026-10-13 Deposit: Synthetic salary INR 32617; 2026-10-23 Withdrawal: Synthetic ATM INR 6966","2026-10-13 Sent INR 35194 to B002 - Utility Account (Synthetic); 2026-10-18 Received INR 13122 from Synthetic sender","Test Cafe, Demo Sector 18; Example Metro, Test District","B002 - Utility Account (Synthetic); Test Cafe","198.51.100.164","Synthetic Android test device","Synthetic: weekly balance check, card payment","2026-08-19 18:46:00 IST","SIMULATED: Demo Zone 18, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0419","Yash Mock 419","1962-11-16","519 Example Lane, Demo Nagar, Test State 000000","+91-00000-00419","client0419@example.invalid","SYN-PPT-000419","SYN-TAX-000419","Store Manager","Sample Manufacturing","408700","Synthetic salary income","670","Synthetic: limited repayment history","1837357","17471","296413","2026-11-16 Deposit: Synthetic salary INR 34058; 2026-11-26 Withdrawal: Synthetic ATM INR 7003","2026-11-16 Sent INR 35277 to B003 - Merchant Settlement (Synthetic); 2026-11-21 Received INR 13151 from Synthetic sender","Mock Electronics, Demo Sector 19; Example Metro, Test District","B003 - Merchant Settlement (Synthetic); Mock Electronics","198.51.100.165","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-24 19:53:00 IST","SIMULATED: Demo Zone 19, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0420","Saanvi Training 420","1963-12-19","520 Example Lane, Demo Nagar, Test State 000000","+91-00000-00420","client0420@example.invalid","SYN-PPT-000420","SYN-TAX-000420","Nurse","Test Education Trust","426000","Synthetic business income","677","Synthetic: limited repayment history","1849260","19780","301340","2026-12-19 Deposit: Synthetic salary INR 35500; 2026-12-02 Withdrawal: Synthetic ATM INR 7040","2026-12-19 Sent INR 35360 to B001 - Family Transfer (Synthetic); 2026-12-24 Received INR 13180 from Synthetic sender","Sandbox Market, Demo Sector 20; Example Metro, Test District","B001 - Family Transfer (Synthetic); Sandbox Market","198.51.100.166","Synthetic Android test device","Synthetic: daily balance check, monthly transfer","2026-08-01 08:00:00 IST","SIMULATED: Demo Zone 20, Example City, Test State"
"SYNTHETIC TEST DATA â€” NOT A REAL PERSON OR ACCOUNT","SYN-CL-0421","Advik Demo 421","1964-01-22","521 Example Lane, Demo Nagar, Test State 000000","+91-00000-00421","client0421@example.invalid","SYN-PPT-000421","SYN-TAX-000421","Software Analyst","Sandbox Logistics","443300","Synthetic salary income","684","Synthetic: satisfactory repayment pattern","1861163","22089","306267","2026-01-22 Deposit: Synthetic salary INR 36942; 2026-01-05 Withdrawal: Synthetic ATM INR 7077","2026-01-22 Sent INR 35443 to B002 - Utility Account (Synthetic); 2026-01-27 Received INR 13209 from Synthetic sender","Demo Grocers, Demo Sector 21; Example Metro, Test District","B002 - Utility Account (Synthetic); Demo Grocers","198.51.100.167","Synthetic iOS test device","Synthetic: weekly balance check, card payment","2026-08-06 09:07:00 IST","SIMULATED: Demo Zone 1, Example City, Test State"
